win_ratio,total_accuracy,kill_to_death_ratio,total_wins_per_hour,mvp_per_round,total_headshots_per_round,accuracy_ssg08,accuracy_awp,accuracy_deagle,accuracy_aug,accuracy_scar20,accuracy_m4a1,accuracy_ak47,accuracy_bizon,accuracy_elite,accuracy_famas,accuracy_fiveseven,accuracy_g3sg1,accuracy_galilar,accuracy_glock,accuracy_hkp2000,accuracy_m249,accuracy_mac10,accuracy_mag7,accuracy_mp7,accuracy_mp9,accuracy_negev,accuracy_nova,accuracy_p250,accuracy_p90,accuracy_sawedoff,accuracy_sg556,accuracy_tec9,accuracy_ump45,accuracy_xm1014,total_games_owned,VACBanned
0.49,0.13,1.05,20.09,0.09,0.63,0.28,0.33,0.15,0.16,0.2,0.13,0.13,0.15,0.14,0.12,0.19,0.14,0.15,0.16,0.16,0.08,0.16,0.17,0.19,0.1,0.04,0.14,0.16,0.11,0.11,0.15,0.16,0.11,0.17,20,1
0.52,0.18,1.22,23.55,0.14,0.62,0.35,0.31,0.21,0.16,0.16,0.19,0.17,0.2,0.16,0.16,0.26,0.22,0.15,0.19,0.22,0.16,0.36,0.15,0.2,0.23,0.06,0.12,0.22,0.16,0.13,0.12,0.16,0.18,0.18,11,1
0.55,0.2,1.39,23.23,0.2,0.55,0.21,0.33,0.28,0.2,0.13,0.24,0.16,0.19,0.3,0.23,0.26,0.21,0.22,0.18,0.25,0.15,0.26,0.29,0.27,0.19,0.06,0.23,0.26,0.22,0.22,0.19,0.2,0.29,0.2,16,1
0.49,0.21,1.53,21.07,0.16,0.45,0.34,0.5,0.26,0.17,0.34,0.2,0.18,0.2,0.21,0.25,0.14,,0.17,0.18,0.21,0.22,0.19,0.27,0.18,0.18,0.11,0.31,0.21,0.16,0.09,0.17,0.17,0.14,0.23,19,1
0.46,0.18,1.15,7.37,0.21,1.7,0.35,0.38,0.3,0.22,0.28,0.18,0.17,0.22,0.3,0.24,0.25,,0.12,0.28,0.19,0.12,0.2,0.18,0.19,0.15,0.09,0.2,0.25,0.16,0.15,0.2,0.25,0.15,0.19,29,1
0.45,0.13,0.7,0.8,0.01,2.79,0.28,0.36,0.11,0.13,0.2,0.11,0.1,0.14,0.2,0.13,0.08,0.16,0.11,0.08,0.16,0.09,0.14,0.18,0.14,0.13,0.07,0.19,0.12,0.13,0.1,0.13,0.05,0.11,0.14,38,1
0.55,0.18,1.42,27.16,0.15,0.45,0.32,0.43,0.24,0.23,0.23,0.16,0.15,0.19,0.2,0.18,0.22,0.2,0.14,0.19,0.2,0.12,0.22,0.2,0.21,0.19,0.09,0.22,0.18,0.15,0.17,0.23,0.18,0.17,0.23,29,1
0.51,0.18,1.3,23.58,0.14,0.42,0.43,0.31,0.34,0.23,0.38,0.17,0.17,0.25,0.24,0.19,0.24,0.18,0.15,0.19,0.19,0.08,0.16,0.2,0.23,0.24,0.12,0.23,0.2,0.19,0.19,0.19,0.24,0.19,0.22,98,1
0.54,0.17,1.17,24.58,0.15,0.49,0.28,0.41,0.22,0.17,0.23,0.18,0.16,0.16,0.15,0.2,0.17,0.12,0.17,0.1,0.11,0.1,0.17,0.18,0.18,0.19,0.06,0.15,0.15,0.15,0.09,0.18,0.15,0.14,0.13,21,1
0.5,0.16,1.06,22.98,0.09,0.27,0.31,0.33,0.18,0.14,0.18,0.15,0.14,0.23,0.14,0.15,0.16,0.16,0.14,0.18,0.17,0.06,0.19,0.18,0.17,0.2,0.06,0.22,0.14,0.14,0.17,0.13,0.13,0.18,0.19,13,1
0.69,0.21,0.61,186.04,0.05,0.22,0.78,0.8,0.4,0.24,0.56,0.24,0.17,0.3,0.29,0.31,0.24,0.93,0.35,0.2,0.24,0.15,0.22,0.22,0.33,0.2,0.13,0.2,0.2,0.16,0.2,0.32,0.25,0.24,0.24,17,1
0.5,0.21,1.1,30.44,0.18,0.33,0.33,0.38,0.23,0.3,0.2,0.2,0.19,0.24,0.21,0.23,0.23,0.28,0.28,0.2,0.21,0.16,0.32,0.18,0.22,0.28,0.13,0.19,0.21,0.21,0.15,0.27,0.26,0.29,0.27,77,1
0.62,0.25,2.73,32.85,0.28,0.34,0.54,0.54,0.42,0.29,0.2,0.26,0.17,0.16,0.24,0.1,,,0.09,0.29,0.16,,,,0.33,,,0.19,0.25,0.18,,0.14,,,,84,1
0.57,0.18,1.59,26.02,0.14,0.41,0.26,0.33,0.24,0.22,0.23,0.19,0.16,0.2,0.2,0.16,0.19,0.17,0.14,0.21,0.23,0.08,0.21,0.2,0.2,0.2,0.07,0.16,0.23,0.17,0.15,0.23,0.22,0.16,0.18,71,1
0.53,0.19,1.24,25.79,0.13,0.28,0.42,0.4,0.22,0.25,0.05,0.17,0.17,0.27,,0.18,0.1,0.09,0.16,0.17,0.24,0.05,0.17,,0.33,,,0.08,0.19,0.14,,0.1,0.08,0.11,0.11,18,1
0.52,0.16,1.15,24.37,0.1,0.31,0.26,0.34,0.16,0.19,0.18,0.16,0.15,0.18,0.21,0.17,0.16,0.12,0.17,0.13,0.16,0.04,0.17,0.2,0.17,0.13,0.06,0.18,0.19,0.15,0.16,0.16,0.12,0.13,0.16,17,1
0.59,0.2,1.73,25.14,0.18,0.68,0.71,0.46,0.2,0.27,0.14,0.19,0.18,0.27,0.19,0.19,0.22,0.28,0.21,0.21,0.23,0.13,0.22,0.2,0.25,0.21,0.09,0.25,0.25,0.18,0.21,0.24,0.16,0.19,0.21,20,1
0.85,0.26,6.45,34.6,0.61,2.54,0.5,0.59,0.36,0.17,0.22,0.2,0.2,0.3,0.29,0.3,0.29,0.47,0.23,0.36,0.32,0.33,0.25,0.19,0.55,0.54,0.2,0.23,0.19,0.18,0.25,0.33,0.31,0.3,0.16,422,1
0.5,0.2,1.26,23.75,0.13,0.39,0.28,0.34,0.21,0.21,0.16,0.2,0.18,0.23,0.26,0.21,0.26,0.19,0.17,0.19,0.21,0.12,0.24,0.21,0.24,0.2,0.12,0.18,0.21,0.19,0.17,0.2,0.22,0.2,0.2,34,1
0.52,0.17,1.53,25.41,0.17,0.47,0.26,0.37,0.2,0.2,0.21,0.15,0.15,0.15,0.25,0.15,0.2,0.15,0.14,0.18,0.19,0.11,0.27,0.21,0.2,0.22,0.04,0.2,0.17,0.15,0.16,0.2,0.2,0.17,0.16,16,1
0.55,0.19,1.26,22.69,0.13,0.52,0.26,0.38,0.24,0.25,0.26,0.19,0.15,0.2,0.24,0.18,0.25,0.33,0.19,0.18,0.2,0.1,0.2,0.15,0.24,0.19,0.08,0.2,0.21,0.17,0.18,0.15,0.2,0.17,0.17,89,1
0.52,0.2,1.22,20.74,0.14,0.47,0.38,0.42,0.39,0.18,0.27,0.14,0.14,0.14,0.16,0.18,,0.26,0.13,0.22,0.19,0.1,0.14,0.22,0.17,0.19,0.05,0.18,0.24,0.2,0.26,0.24,0.46,0.13,0.17,35,1
0.6,0.2,2.04,25.44,0.17,0.55,0.34,0.42,0.32,0.23,0.2,0.22,0.18,0.23,0.34,0.21,0.18,0.21,0.18,0.19,0.23,0.2,0.31,0.46,0.33,0.31,0.14,0.21,0.22,0.17,0.22,0.19,0.17,0.18,0.24,15,1
0.51,0.24,1.35,23.18,0.16,0.6,0.32,0.44,0.32,0.25,0.23,0.23,0.22,0.18,0.13,0.23,0.22,0.18,0.18,0.24,0.26,0.15,0.2,0.23,0.21,0.18,0.1,0.21,0.27,0.18,0.08,0.43,0.13,0.16,0.27,242,1
0.5,0.16,1.22,21.91,0.13,0.69,0.42,0.26,0.19,0.23,0.2,0.15,0.15,0.13,0.24,0.16,0.18,0.27,0.12,0.16,0.16,0.17,0.28,0.21,0.17,0.24,0.1,0.23,0.16,0.19,0.18,0.16,0.26,0.15,0.23,22,1
0.52,0.15,0.89,15.65,0.13,0.81,0.38,0.35,0.15,0.1,0.13,0.15,0.15,0.22,0.24,0.16,0.19,0.29,0.1,0.19,0.16,0.08,0.19,0.15,0.13,0.14,0.11,0.13,0.17,0.12,0.13,0.15,0.23,0.11,0.16,24,1
0.51,0.19,1.16,19.63,0.11,0.46,0.33,0.39,0.26,0.13,0.12,0.19,0.18,0.17,0.12,0.19,0.18,0.14,0.15,0.16,0.22,0.07,0.16,0.21,0.17,0.2,0.05,0.16,0.22,0.14,0.16,0.14,0.12,0.19,0.15,55,1
0.58,0.27,5.47,16.81,0.18,2.2,0.49,0.44,0.27,0.32,0.4,0.2,0.27,0.27,0.16,0.17,0.15,0.17,0.14,0.25,0.25,1.67,0.17,1.23,0.25,0.78,0.33,0.24,0.19,0.68,0.15,0.16,0.19,0.48,0.14,14,1
0.49,0.11,0.96,19.24,0.07,0.35,0.2,0.23,0.18,0.09,0.04,0.12,0.11,0.08,0.11,0.12,0.06,0.5,0.09,0.13,0.13,0.2,0.04,0.15,0.12,0.11,0.02,0.18,0.1,0.11,0.1,0.08,0.06,0.06,0.06,24,1
0.47,0.17,0.97,20.62,0.1,0.35,0.32,0.36,0.19,0.21,0.26,0.16,0.16,0.19,0.15,0.19,0.14,0.22,0.14,0.15,0.16,0.09,0.16,0.2,0.21,0.22,0.07,0.23,0.15,0.15,0.18,0.23,0.16,0.16,0.18,49,1
0.49,0.19,0.8,21.52,0.07,0.52,0.26,0.37,0.18,0.23,0.17,0.18,0.15,0.23,0.18,0.26,0.28,0.23,0.17,0.18,0.18,0.16,0.25,0.19,0.23,0.22,0.13,0.21,0.23,0.14,0.22,0.23,0.3,0.2,0.2,79,1
0.59,0.17,1.43,15.3,0.2,1.78,0.37,0.32,0.24,0.26,0.09,0.17,0.14,0.18,0.22,0.2,0.25,0.32,0.14,0.26,0.22,0.1,0.18,0.19,0.2,0.15,0.08,0.2,0.25,0.21,0.13,0.18,0.24,0.17,0.16,15,1
0.54,0.19,2.14,26.04,0.13,0.57,0.29,0.43,0.28,0.19,0.34,0.2,0.17,0.14,,0.19,0.2,0.29,0.15,0.18,0.2,0.15,0.6,0.29,0.18,,0.05,0.13,0.21,0.16,0.14,0.13,0.12,0.13,0.13,10,1
0.48,0.26,1.31,13.96,0.11,1.16,0.15,0.46,0.24,0.32,0.3,0.21,0.19,0.28,0.29,0.26,0.32,0.29,0.25,0.24,0.28,0.19,0.29,0.24,0.3,0.28,0.16,0.36,0.29,0.31,0.23,0.2,0.24,0.29,0.3,17,1
0.53,0.18,1.48,24.62,0.16,0.31,0.37,0.42,0.23,0.18,0.15,0.17,0.15,0.18,0.16,0.15,0.15,0.15,0.14,0.17,0.22,0.09,0.19,0.2,0.21,0.22,0.07,0.2,0.21,0.14,0.18,0.14,0.14,0.14,0.19,75,1
0.54,0.18,1.67,28.72,0.18,0.49,0.34,0.36,0.25,0.18,0.26,0.18,0.17,0.24,0.18,0.21,0.21,0.22,0.18,0.17,0.18,0.09,0.23,0.19,0.19,0.21,0.05,0.19,0.16,0.17,0.16,0.21,0.2,0.18,0.2,47,1
0.49,0.19,1.52,22.96,0.18,0.49,0.2,0.42,0.24,0.1,0.08,0.2,0.18,0.21,,0.2,0.24,0.24,0.19,0.23,0.22,0.12,0.31,0.2,0.2,0.12,0.08,0.14,0.2,0.17,0.15,0.2,0.17,0.31,0.11,21,1
0.46,0.11,0.63,17.38,0.05,0.26,0.12,0.31,0.32,0.13,0.13,0.1,0.09,0.08,0.14,0.14,0.15,0.09,0.11,0.12,0.16,0.02,0.17,0.1,0.12,0.14,0.04,0.15,0.16,0.12,0.12,0.09,0.14,0.12,0.09,38,1
0.51,0.18,1.36,25.77,0.16,0.55,0.23,0.36,0.22,0.19,0.13,0.18,0.16,0.16,0.2,0.19,0.21,0.11,0.21,0.18,0.19,0.58,0.19,0.21,0.19,0.17,0.06,0.18,0.2,0.16,0.18,0.25,0.13,0.14,0.2,55,1
0.57,0.16,1.21,25.35,0.13,0.39,0.3,0.34,0.17,0.2,0.15,0.17,0.15,0.14,0.18,0.17,0.15,0.2,0.14,0.16,0.18,0.1,0.25,0.18,0.25,0.28,0.05,0.15,0.2,0.16,0.16,0.16,0.21,0.14,0.18,83,1
0.52,0.21,1.17,17.08,0.12,0.52,0.33,0.44,0.27,0.23,0.24,0.2,0.17,0.31,0.25,0.26,0.26,0.21,0.19,0.2,0.24,0.16,0.24,0.23,0.25,0.26,0.13,0.19,0.22,0.21,0.18,0.19,0.25,0.27,0.22,117,1
0.52,0.17,1.51,20.45,0.15,0.81,0.32,0.37,0.25,0.19,0.25,0.18,0.15,0.19,0.17,0.17,0.2,0.12,0.13,0.16,0.18,0.08,0.12,0.22,0.18,0.17,0.11,0.21,0.2,0.18,0.16,0.16,0.16,0.17,0.17,44,1
0.52,0.19,1.2,25.85,0.13,0.43,0.31,0.41,0.27,0.32,0.2,0.19,0.17,0.19,0.08,0.22,0.29,0.13,0.18,0.18,0.21,0.07,0.18,0.18,0.21,0.17,0.06,0.17,0.2,0.17,0.13,0.14,0.17,0.15,0.19,34,1
0.52,0.19,0.88,23.84,0.07,0.37,0.49,0.24,0.21,0.14,0.2,0.18,0.16,0.26,0.32,0.27,0.26,0.6,0.17,0.22,0.22,0.2,0.26,0.08,0.28,0.18,0.06,0.48,0.18,0.17,0.15,0.21,0.5,0.17,0.29,20,1
0.52,0.19,1.27,20.46,0.13,0.79,0.26,0.38,0.26,0.17,0.16,0.19,0.17,0.23,0.24,0.19,0.25,0.15,0.16,0.19,0.21,0.1,0.23,0.23,0.25,0.21,0.15,0.21,0.2,0.17,0.19,0.17,0.15,0.17,0.24,45,1
0.5,0.16,1.48,24.42,0.13,0.56,0.72,0.36,0.18,0.45,0.18,0.15,0.14,0.37,0.14,0.16,0.18,0.12,0.12,0.16,0.19,0.35,0.32,0.17,0.16,0.45,0.06,0.18,0.14,0.14,0.13,0.18,0.17,0.36,0.29,131,1
0.5,0.15,0.9,18.36,0.11,0.97,0.16,0.26,0.18,0.15,0.18,0.16,0.14,0.17,,0.15,,0.13,0.09,0.18,0.21,0.08,0.11,0.16,0.16,0.08,0.11,0.1,0.2,0.14,0.1,0.14,0.19,0.09,0.11,18,1
0.47,0.19,0.84,21.24,0.07,0.17,0.46,0.38,0.26,0.39,0.31,0.15,0.16,0.23,0.22,0.12,0.03,0.25,0.17,0.2,0.24,0.12,0.22,0.17,0.06,0.11,0.02,0.23,0.27,0.12,0.23,0.12,0.33,0.12,0.21,54,1
0.47,0.16,0.8,22.98,0.09,0.3,0.29,0.34,0.18,0.19,0.38,0.14,0.14,0.14,0.2,0.18,0.17,0.15,0.12,0.2,0.18,0.06,0.16,0.08,0.24,0.17,0.08,0.16,0.16,0.15,0.08,0.13,0.12,0.16,0.22,21,1
0.48,0.14,0.78,22.63,0.09,0.32,0.3,0.34,0.18,0.15,0.14,0.14,0.11,0.13,0.24,0.17,0.27,0.17,0.12,0.16,0.17,0.1,0.19,0.14,0.2,0.19,0.06,0.19,0.12,0.14,0.08,0.15,0.18,0.18,0.19,32,1
0.45,0.2,1.06,8,0.11,2.67,0.31,0.42,0.31,0.19,0.18,0.18,0.23,0.24,0.35,0.22,0.46,,0.17,0.34,0.38,0.1,0.17,0.21,0.27,0.19,0.11,0.21,0.34,0.22,0.2,0.13,0.27,0.17,0.19,10,1
0.49,0.2,0.97,22.66,0.09,0.24,0.35,0.4,0.21,0.19,0.25,0.21,0.17,0.19,0.18,0.22,0.21,0.23,0.16,0.2,0.22,0.15,0.23,0.19,0.24,0.18,0.13,0.16,0.19,0.17,0.2,0.18,0.16,0.17,0.23,11,1
0.5,0.15,1.07,19.56,0.04,0.26,0.34,0.25,0.24,0.16,0.21,0.14,0.14,0.11,0.14,0.17,0.13,0.14,0.11,0.13,0.18,0.06,0.23,0.16,0.18,0.22,0.67,0.2,0.18,0.16,0.13,0.14,0.15,0.11,0.23,13,1
0.5,0.23,1.73,15.87,0.13,1.23,0.41,0.39,0.28,0.24,0.29,0.21,0.21,0.27,0.25,0.22,0.27,0.28,0.18,0.26,0.28,0.2,0.26,0.21,0.28,0.23,0.14,0.23,0.26,0.21,0.19,0.26,0.23,0.21,0.25,139,1
0.51,0.14,0.99,29.79,0.17,0.26,0.24,0.33,0.19,0.19,0.17,0.14,0.12,0.13,0.13,0.18,0.16,0.13,0.12,0.14,0.14,0.09,0.22,0.17,0.2,0.14,0.04,0.19,0.37,0.12,0.15,0.16,0.11,0.16,0.15,23,1
0.56,0.19,1.36,25.2,0.13,0.34,0.29,0.4,0.21,0.19,0.23,0.17,0.16,0.22,0.29,0.19,0.19,0.24,0.17,0.19,0.22,0.13,0.23,0.21,0.2,0.18,0.09,0.24,0.19,0.16,0.2,0.16,0.06,0.16,0.17,52,1
0.58,0.2,1.61,26.08,0.14,0.35,0.38,0.39,0.27,0.22,0.43,0.17,0.15,0.21,0.2,0.19,0.21,0.33,0.14,0.33,0.2,0.2,0.21,0.26,0.23,0.22,0.1,0.19,0.32,0.19,0.19,0.22,0.25,0.18,0.26,89,1
0.64,0.21,1.62,14.27,0.38,1.49,0.4,0.29,0.29,0.23,0.42,0.18,0.17,0.27,0.25,0.26,0.26,,0.24,0.23,0.26,0.18,0.29,0.2,0.25,0.15,0.1,0.25,0.32,0.21,0.18,0.08,0.23,0.24,0.16,20,1
0.54,0.19,1.34,17.4,0.13,1.22,0.35,0.52,0.17,0.22,0.21,0.19,0.18,0.2,0.4,0.25,0.22,0.33,0.14,0.22,0.21,0.15,0.2,0.19,0.23,0.21,0.13,0.2,0.26,0.16,0.17,0.24,0.23,0.19,0.2,58,1
0.53,0.16,1.3,20.71,0.11,0.52,0.3,0.29,0.18,0.2,0.11,0.16,0.14,0.15,0.16,0.22,0.16,0.11,0.11,0.16,0.16,0.1,0.14,0.15,0.17,0.16,0.06,0.18,0.18,0.15,0.13,0.13,0.15,0.16,0.15,65,1
0.47,0.18,1.34,22.04,0.09,0.47,0.45,0.33,0.27,0.17,0.21,0.19,0.18,0.14,0.14,0.23,0.19,0.15,0.3,0.18,0.22,0.32,0.22,0.19,0.67,0.41,0.14,0.19,0.24,0.14,0.15,0.14,0.14,0.24,0.15,146,1
0.49,0.2,1.06,23.42,0.11,0.43,0.49,0.39,0.29,0.22,0.21,0.18,0.17,0.22,0.23,0.21,0.23,0.2,0.17,0.22,0.24,0.16,0.28,0.23,0.27,0.25,0.13,0.22,0.21,0.18,0.22,0.2,0.17,0.19,0.25,321,1
0.48,0.15,0.98,19.28,0.08,0.42,0.23,0.33,0.25,0.21,0.27,0.13,0.12,0.18,0.2,0.18,0.2,0.2,0.15,0.11,0.16,0.09,0.18,0.16,0.2,0.16,0.08,0.17,0.19,0.14,0.14,0.12,0.14,0.18,0.17,47,1
0.59,0.17,1.57,18.45,0.11,2.47,0.15,0.35,0.21,0.1,0.12,0.42,0.19,0.1,0.08,0.11,0.05,0.1,0.13,0.17,0.22,0.08,0.09,0.07,0.12,0.1,0.06,0.09,0.44,0.1,0.03,0.09,0.08,0.08,0.08,75,1
0.52,0.17,1.12,25.43,0.12,0.32,0.4,0.38,0.19,0.17,0.21,0.16,0.15,0.15,0.29,0.18,0.28,0.17,0.14,0.17,0.18,0.1,0.22,0.22,0.16,0.14,0.07,0.23,0.18,0.16,0.18,0.16,0.18,0.13,0.2,38,1
0.51,0.16,0.98,24.57,0.11,0.32,0.28,0.34,0.29,0.2,0.21,0.17,0.16,0.14,0.17,0.18,0.16,0.2,0.14,0.15,0.2,0.09,0.23,0.16,0.21,0.22,0.06,0.15,0.17,0.16,0.15,0.17,0.13,0.17,0.19,66,1
0.55,0.18,1.51,9.59,0.13,2.68,0.26,0.46,0.27,0.16,0.42,0.17,0.19,0.17,0.17,0.13,0.22,0.35,0.16,0.2,0.14,0.07,0.24,0.19,0.19,0.15,0.06,0.22,0.17,0.14,0.11,0.15,0.25,0.14,0.18,269,1
0.51,0.21,1.09,25.22,0.12,0.41,0.27,0.45,0.35,0.22,0.4,0.22,0.2,0.17,0.26,0.26,0.24,0.22,0.14,0.24,0.23,0.12,0.21,0.23,0.19,0.16,0.12,0.31,0.25,0.18,0.21,0.18,0.28,0.22,0.22,62,1
0.51,0.21,0.86,16.15,0.09,0.64,0.06,0.35,0.27,0.18,0.19,0.21,0.17,0.22,0.26,0.18,0.19,0.22,0.22,0.19,0.22,0.18,0.26,0.21,0.3,0.23,0.14,0.21,0.29,0.21,0.17,0.2,0.21,0.2,0.28,367,1
0.54,0.15,0.81,25.31,0.09,0.46,0.31,0.34,0.24,0.09,0.25,0.16,0.16,0.18,0.09,0.15,0.29,,0.08,0.13,0.12,0.45,0.17,,0.12,,0.05,0.18,0.13,0.11,0.02,0.17,0.09,0.17,0.17,37,1
0.52,0.15,0.87,18.02,0.08,0.46,0.28,0.33,0.21,0.19,0.2,0.14,0.12,0.17,0.15,0.16,0.19,0.11,0.14,0.14,0.15,0.13,0.24,0.15,0.18,0.16,0.08,0.18,0.19,0.15,0.17,0.19,0.12,0.16,0.16,71,1
0.5,0.18,1.27,22.46,0.11,0.58,0.3,0.34,0.21,0.2,0.24,0.18,0.17,0.1,0.21,0.16,0.06,0.27,0.2,0.17,0.19,,0.22,0.27,0.16,,0.05,0.18,0.18,0.1,0.1,0.05,0.13,0.08,0.17,13,1
0.59,0.17,1.67,24.36,0.23,0.71,0.23,0.34,0.27,0.13,0.23,0.16,0.12,0.22,0.3,0.19,0.36,0.16,0.17,0.14,0.25,0.05,,0.24,0.03,0.09,0.16,0.23,0.24,0.12,0.24,0.07,0.31,0.09,0.1,18,1
0.51,0.17,1.25,23.43,0.09,0.39,0.37,0.34,0.18,0.16,0.11,0.17,0.15,0.16,0.21,0.18,0.24,0.6,0.13,0.2,0.21,0.07,0.22,0.15,0.22,0.25,0.06,0.15,0.2,0.17,0.12,0.21,0.12,0.19,0.13,19,1
0.54,0.17,1.47,37.98,0.12,0.52,0.46,0.34,0.21,0.17,0.17,0.1,0.11,0.17,0.22,0.2,0.14,0.29,,0.3,0.34,0.07,0.15,0.19,0.17,,0.07,0.16,0.28,0.11,,0.09,0.22,0.1,0.14,10,1
0.49,0.15,0.81,21.37,0.07,0.34,0.25,0.33,0.16,0.17,0.15,0.15,0.13,0.14,0.19,0.16,0.2,0.2,0.13,0.17,0.16,0.06,0.16,0.18,0.17,0.13,0.03,0.17,0.17,0.14,0.21,0.13,0.15,0.13,0.24,72,1
0.45,0.17,1.09,14.14,0.06,0.19,0.28,0.33,0.18,0.13,0.18,0.19,0.14,0.28,0.04,0.16,0.14,0.19,0.13,0.11,0.18,0.06,0.32,0.16,0.24,0.22,0.02,0.21,0.13,0.18,0.13,0.1,0.11,0.18,0.18,18,1
0.53,0.16,1.07,22.87,0.11,0.43,0.2,0.34,0.16,0.14,0.18,0.2,0.14,0.13,0.12,0.15,0.18,0.14,0.12,0.17,0.18,0.09,0.12,0.21,0.18,0.11,0.06,0.17,0.18,0.14,0.11,0.15,0.12,0.14,0.16,19,1
0.54,0.18,1.48,20.7,0.14,0.7,0.36,0.39,0.22,0.23,0.3,0.19,0.16,0.19,0.23,0.18,0.29,0.24,0.18,0.2,0.22,0.18,0.22,0.21,0.21,0.17,0.12,0.12,0.19,0.14,0.13,0.23,0.29,0.16,0.15,92,1
0.51,0.2,1.23,18.95,0.12,0.52,0.35,0.39,0.24,0.23,0.22,0.21,0.16,0.25,0.32,0.22,0.24,0.22,0.17,0.21,0.25,0.1,0.29,0.24,0.27,0.26,0.09,0.24,0.22,0.18,0.18,0.19,0.21,0.17,0.23,28,1
0.54,0.26,4.18,22.69,0.35,1.51,0.42,0.56,0.35,0.25,0.41,0.28,0.22,0.3,0.29,0.29,0.28,0.33,0.23,0.29,0.32,0.19,0.35,0.26,0.3,0.18,0.17,0.3,0.25,0.25,0.22,0.24,0.28,0.28,0.26,14,1
0.69,0.13,1.22,22.97,0.36,1.51,0.28,0.26,0.16,0.14,0.11,0.15,0.12,0.15,0.23,0.09,0.18,0.11,0.09,0.21,0.21,0.05,0.15,0.17,0.16,0.15,0.04,0.17,0.19,0.18,0.14,0.1,0.13,0.19,0.18,13,1
0.52,0.15,0.85,21.29,0.13,0.38,0.28,0.28,0.2,0.18,0.18,0.14,0.14,0.15,0.22,0.16,0.14,0.16,0.12,0.19,0.2,0.05,0.33,0.14,0.18,0.11,0.04,0.19,0.18,0.14,0.26,0.14,0.17,0.15,0.16,19,1
0.48,0.16,0.92,23.08,0.09,0.27,0.3,0.35,0.21,0.16,0.19,0.18,0.14,0.14,0.19,0.2,0.15,0.19,0.15,0.19,0.21,0.08,0.14,0.17,0.16,0.17,0.05,0.17,0.19,0.12,0.18,0.12,0.1,0.14,0.2,53,1
0.59,0.24,2.92,28.69,0.22,1.05,0.38,0.41,0.33,0.27,0.19,0.29,0.21,0.39,0.32,0.51,0.26,0.14,0.22,0.23,0.27,0.18,0.35,0.29,0.48,0.27,0.08,0.28,0.24,0.41,0.22,0.17,0.49,0.68,0.27,28,1
0.47,0.2,1.12,20.79,0.11,0.31,0.29,0.39,0.3,0.25,0.24,0.19,0.18,0.22,0.34,0.23,0.41,0.29,0.17,0.22,0.23,0.1,0.28,0.23,0.21,0.21,0.07,0.21,0.28,0.25,0.2,0.22,0.37,0.16,0.27,11,1
0.61,0.23,0.93,12.86,0.24,2,0.21,0.39,0.29,0.24,0.62,0.19,0.2,0.23,0.35,0.26,0.36,,0.23,0.3,0.22,0.23,0.25,0.24,0.28,0.22,0.21,0.23,0.31,0.24,0.22,0.36,0.29,0.21,0.24,22,1
0.51,0.08,0.96,18.13,0.12,0.67,0.22,0.32,0.11,0.12,0.07,0.11,0.08,0.11,0.05,0.08,0.06,0.09,0.08,0.06,0.1,0.03,0.11,0.15,0.09,0.13,0.04,0.08,0.06,0.11,0.08,0.11,0.02,0.1,0.18,122,1
0.79,0.2,3.22,45.22,0.44,1,0.36,0.49,0.29,0.24,0.34,0.19,0.18,0.22,0.27,0.2,0.2,0.3,0.14,0.23,0.24,0.08,0.17,0.23,0.24,0.21,0.07,0.22,0.28,0.2,0.19,0.27,0.3,0.21,0.2,79,1
0.49,0.16,0.85,22.2,0.08,0.33,0.27,0.26,0.17,0.19,0.2,0.17,0.15,0.19,0.21,0.17,0.16,0.21,0.14,0.16,0.17,0.15,0.19,0.16,0.19,0.19,0.1,0.18,0.18,0.15,0.2,0.17,0.14,0.17,0.19,41,1
0.61,0.22,1.5,30.87,0.24,0.6,0.4,0.41,0.25,0.23,0.29,0.2,0.19,0.26,0.27,0.24,0.24,0.51,0.18,0.29,0.25,0.13,0.19,0.18,0.24,0.25,0.2,0.26,0.17,0.2,0.23,0.18,0.22,0.24,0.25,43,1
0.62,0.21,2.02,25.99,0.25,1.18,0.24,0.51,0.29,0.24,0.19,0.22,0.18,0.13,0.14,0.23,0.24,0.18,0.18,0.17,0.25,0.21,0.16,0.19,0.22,0.3,0.02,0.24,0.19,0.21,0.27,0.15,0.15,0.2,0.17,33,1
0.48,0.17,1.24,21.81,0.11,0.43,0.33,0.44,0.17,0.28,0.25,0.16,0.15,0.17,0.15,0.12,0.17,0.4,0.15,0.22,0.22,0.08,0.12,0.16,0.12,0.13,0.12,0.24,0.32,0.17,0.1,0.19,0.15,0.15,0.22,25,1
0.51,0.14,1.08,20.23,0.13,0.42,0.22,0.24,0.2,0.15,0.19,0.12,0.1,0.15,0.22,0.16,0.22,0.08,0.16,0.13,0.16,0.08,0.15,0.19,0.22,0.19,0.05,0.16,0.17,0.12,0.13,0.15,0.15,0.14,0.14,16,1
0.49,0.15,0.78,21.06,0.09,0.37,0.26,0.29,0.21,0.15,0.16,0.16,0.15,0.12,0.14,0.17,0.18,0.1,0.14,0.14,0.17,0.08,0.19,0.16,0.2,0.16,0.04,0.19,0.15,0.11,0.16,0.15,0.14,0.13,0.17,98,1
